レシート番号,支店,性別,年代,曜日,日付,時刻,時間帯,レシート金額,商品名,購入商品数,商品順,単品購入,朝の購入,昼の購入,夜の購入,平日,土日,若年層,中年層,高年層,低額,中額,高額,カテゴリ,商品単価
R0924,西区,男性,60代以上,日,2024/05/06,15:56,昼,520,炭酸飲料,2,2,0,0,1,0,0,1,0,0,1,1,0,0,飲み物,310
R0925,西区,女性,60代以上,月,2024/03/09,16:30,昼,960,サンドイッチ,2,1,0,0,1,0,1,0,0,0,1,0,1,0,インスタント食品,450
R0925,西区,女性,60代以上,月,2024/03/09,16:30,昼,960,弁当,2,2,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,510
R0926,西区,女性,10代,木,2024/04/02,09:14,朝,970,コーヒー,3,1,0,1,0,0,1,0,1,0,0,1,0,0,飲み物,170
R0926,西区,女性,10代,木,2024/04/02,09:14,朝,970,サンドイッチ,3,2,0,1,0,0,1,0,1,0,0,1,0,0,インスタント食品,450
R0926,西区,女性,10代,木,2024/04/02,09:14,朝,970,キャンディ,3,3,0,1,0,0,1,0,1,0,0,1,0,0,お菓子・スナック,350
R0927,西区,男性,10代,金,2024/08/01,14:42,昼,480,カップ麺,2,1,0,0,1,0,1,0,1,0,0,0,1,0,インスタント食品,180
R0927,西区,男性,10代,金,2024/08/01,14:42,昼,480,冷凍食品,2,2,0,0,1,0,1,0,1,0,0,0,1,0,インスタント食品,300
R0928,西区,男性,40代,水,2024/05/29,09:44,朝,490,冷凍食品,2,1,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,300
R0928,西区,男性,40代,水,2024/05/29,09:44,朝,490,肉まん,2,2,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,190
R0929,西区,男性,50代,水,2024/09/29,16:59,昼,710,牛乳,3,1,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,330
R0929,西区,男性,50代,水,2024/09/29,16:59,昼,710,おにぎり,3,2,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,140
R0929,西区,男性,50代,水,2024/09/29,16:59,昼,710,卵,3,3,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,240
R0930,西区,女性,60代以上,水,2024/10/22,09:08,朝,620,キャンディ,2,1,0,1,0,0,1,0,0,0,1,0,1,0,お菓子・スナック,350
R0930,西区,女性,60代以上,水,2024/10/22,09:08,朝,620,フルーツ,2,2,0,1,0,0,1,0,0,0,1,0,1,0,健康食品,270
R0931,西区,男性,20代,日,2024/02/26,14:59,昼,1310,牛乳,5,1,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,330
R0931,西区,男性,20代,日,2024/02/26,14:59,昼,1310,パン,5,2,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,210
R0931,西区,男性,20代,日,2024/02/26,14:59,昼,1310,おにぎり,5,3,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,140
R0931,西区,男性,20代,日,2024/02/26,14:59,昼,1310,卵,5,4,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,240
R0931,西区,男性,20代,日,2024/02/26,14:59,昼,1310,ティッシュ,5,5,0,0,1,0,0,1,1,0,0,0,0,1,掃除・衛生用品,390
R0932,西区,男性,60代以上,火,2024/11/19,11:40,昼,610,アイス,3,1,0,0,1,0,1,0,0,0,1,0,1,0,お菓子・スナック,150
R0932,西区,男性,60代以上,火,2024/11/19,11:40,昼,610,ポテトチップス,3,2,0,0,1,0,1,0,0,0,1,0,1,0,お菓子・スナック,110
R0932,西区,男性,60代以上,火,2024/11/19,11:40,昼,610,キャンディ,3,3,0,0,1,0,1,0,0,0,1,0,1,0,お菓子・スナック,350
R0933,西区,女性,10代,水,2024/10/18,22:24,夜,150,洗剤,1,1,1,0,0,1,1,0,1,0,0,1,0,0,掃除・衛生用品,150
R0934,西区,女性,30代,水,2024/01/07,08:48,朝,240,卵,1,1,1,1,0,0,1,0,0,1,0,1,0,0,主食・基本食品,240
R0935,西区,女性,60代以上,土,2024/06/04,12:21,昼,830,キャンディ,3,1,0,0,1,0,0,1,0,0,1,0,1,0,お菓子・スナック,350
R0935,西区,女性,60代以上,土,2024/06/04,12:21,昼,830,ポテトチップス,3,2,0,0,1,0,0,1,0,0,1,0,1,0,お菓子・スナック,110
R0935,西区,女性,60代以上,土,2024/06/04,12:21,昼,830,ガム,3,3,0,0,1,0,0,1,0,0,1,0,1,0,お菓子・スナック,370
R0936,西区,女性,40代,木,2024/05/29,22:45,夜,700,おにぎり,4,1,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,140
R0936,西区,女性,40代,木,2024/05/29,22:45,夜,700,パン,4,2,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,210
R0936,西区,女性,40代,木,2024/05/29,22:45,夜,700,卵,4,3,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,240
R0936,西区,女性,40代,木,2024/05/29,22:45,夜,700,ポテトチップス,4,4,0,0,0,1,1,0,0,1,0,0,0,1,お菓子・スナック,110
R0937,西区,女性,20代,日,2024/05/26,14:51,昼,290,ポテトチップス,2,1,0,0,1,0,0,1,1,0,0,1,0,0,お菓子・スナック,110
R0937,西区,女性,20代,日,2024/05/26,14:51,昼,290,カップ麺,2,2,0,0,1,0,0,1,1,0,0,1,0,0,インスタント食品,180
R0938,西区,女性,50代,火,2024/04/24,07:23,朝,510,弁当,1,1,1,1,0,0,1,0,0,0,1,1,0,0,主食・基本食品,510
R0939,西区,女性,60代以上,水,2024/01/03,13:40,昼,1110,牛乳,5,1,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,330
R0939,西区,女性,60代以上,水,2024/01/03,13:40,昼,1110,パン,5,2,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,210
R0939,西区,女性,60代以上,水,2024/01/03,13:40,昼,1110,おにぎり,5,3,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,140
R0939,西区,女性,60代以上,水,2024/01/03,13:40,昼,1110,卵,5,4,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,240
R0939,西区,女性,60代以上,水,2024/01/03,13:40,昼,1110,ヨーグルト,5,5,0,0,1,0,1,0,0,0,1,0,0,1,健康食品,190
R0940,西区,男性,60代以上,日,2024/06/20,14:40,昼,110,ポテトチップス,1,1,1,0,1,0,0,1,0,0,1,1,0,0,お菓子・スナック,110
R0941,西区,女性,60代以上,水,2024/09/08,18:29,夜,920,パン,4,1,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,210
R0941,西区,女性,60代以上,水,2024/09/08,18:29,夜,920,牛乳,4,2,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,330
R0941,西区,女性,60代以上,水,2024/09/08,18:29,夜,920,卵,4,3,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,240
R0941,西区,女性,60代以上,水,2024/09/08,18:29,夜,920,おにぎり,4,4,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,140
R0942,西区,男性,10代,木,2024/06/04,17:06,夜,300,冷凍食品,1,1,1,0,0,1,1,0,1,0,0,1,0,0,インスタント食品,300
R0943,西区,男性,10代,日,2024/04/30,17:12,夜,910,お茶,4,1,0,0,0,1,0,1,1,0,0,0,0,1,飲み物,120
R0943,西区,男性,10代,日,2024/04/30,17:12,夜,910,コーヒー,4,2,0,0,0,1,0,1,1,0,0,0,0,1,飲み物,170
R0943,西区,男性,10代,日,2024/04/30,17:12,夜,910,サンドイッチ,4,3,0,0,0,1,0,1,1,0,0,0,0,1,インスタント食品,450
R0943,西区,男性,10代,日,2024/04/30,17:12,夜,910,ジュース,4,4,0,0,0,1,0,1,1,0,0,0,0,1,飲み物,170
R0944,西区,女性,10代,土,2024/07/01,22:10,夜,690,歯ブラシ,2,1,0,0,0,1,0,1,1,0,0,1,0,0,パーソナルケア,300
R0944,西区,女性,10代,土,2024/07/01,22:10,夜,690,ティッシュ,2,2,0,0,0,1,0,1,1,0,0,1,0,0,掃除・衛生用品,390
R0945,西区,女性,10代,日,2024/02/01,13:33,昼,530,おにぎり,3,1,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,140
R0945,西区,女性,10代,日,2024/02/01,13:33,昼,530,卵,3,2,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,240
R0945,西区,女性,10代,日,2024/02/01,13:33,昼,530,洗剤,3,3,0,0,1,0,0,1,1,0,0,0,0,1,掃除・衛生用品,150
R0946,西区,女性,60代以上,月,2024/12/11,13:31,昼,770,炭酸飲料,3,1,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,310
R0946,西区,女性,60代以上,月,2024/12/11,13:31,昼,770,ポテトチップス,3,2,0,0,1,0,1,0,0,0,1,0,0,1,お菓子・スナック,110
R0946,西区,女性,60代以上,月,2024/12/11,13:31,昼,770,キャンディ,3,3,0,0,1,0,1,0,0,0,1,0,0,1,お菓子・スナック,350
R0947,西区,男性,10代,月,2024/01/27,17:23,夜,810,ガム,4,1,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,370
R0947,西区,男性,10代,月,2024/01/27,17:23,夜,810,ポテトチップス,4,2,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,110
R0947,西区,男性,10代,月,2024/01/27,17:23,夜,810,アイス,4,3,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,150
R0947,西区,男性,10代,月,2024/01/27,17:23,夜,810,栄養ドリンク,4,4,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,180
R0948,西区,女性,30代,日,2024/02/19,20:16,夜,520,ガム,2,1,0,0,0,1,0,1,0,1,0,0,1,0,お菓子・スナック,370
R0948,西区,女性,30代,日,2024/02/19,20:16,夜,520,アイス,2,2,0,0,0,1,0,1,0,1,0,0,1,0,お菓子・スナック,150
R0949,西区,女性,60代以上,日,2024/09/27,09:04,朝,940,アイス,5,1,0,1,0,0,0,1,0,0,1,0,0,1,お菓子・スナック,150
R0949,西区,女性,60代以上,日,2024/09/27,09:04,朝,940,チョコレート,5,2,0,1,0,0,0,1,0,0,1,0,0,1,お菓子・スナック,210
R0949,西区,女性,60代以上,日,2024/09/27,09:04,朝,940,ポテトチップス,5,3,0,1,0,0,0,1,0,0,1,0,0,1,お菓子・スナック,110
R0949,西区,女性,60代以上,日,2024/09/27,09:04,朝,940,ガム,5,4,0,1,0,0,0,1,0,0,1,0,0,1,お菓子・スナック,370
R0949,西区,女性,60代以上,日,2024/09/27,09:04,朝,940,缶コーヒー,5,5,0,1,0,0,0,1,0,0,1,0,0,1,飲み物,100
R0950,西区,男性,20代,日,2024/03/24,13:44,昼,580,冷凍食品,3,1,0,0,1,0,0,1,1,0,0,0,1,0,インスタント食品,300
R0950,西区,男性,20代,日,2024/03/24,13:44,昼,580,缶コーヒー,3,2,0,0,1,0,0,1,1,0,0,0,1,0,飲み物,100
R0950,西区,男性,20代,日,2024/03/24,13:44,昼,580,カップ麺,3,3,0,0,1,0,0,1,1,0,0,0,1,0,インスタント食品,180
R0951,西区,男性,10代,木,2024/02/22,17:40,夜,680,炭酸飲料,2,1,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,310
R0951,西区,男性,10代,木,2024/02/22,17:40,夜,680,ガム,2,2,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,370
R0952,西区,女性,50代,月,2024/11/15,17:27,夜,820,チョコレート,3,1,0,0,0,1,1,0,0,0,1,0,0,1,お菓子・スナック,210
R0952,西区,女性,50代,月,2024/11/15,17:27,夜,820,炭酸飲料,3,2,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,310
R0952,西区,女性,50代,月,2024/11/15,17:27,夜,820,冷凍食品,3,3,0,0,0,1,1,0,0,0,1,0,0,1,インスタント食品,300
R0953,西区,男性,20代,木,2024/06/30,10:44,朝,1220,ガム,4,1,0,1,0,0,1,0,1,0,0,0,0,1,お菓子・スナック,370
R0953,西区,男性,20代,木,2024/06/30,10:44,朝,1220,キャンディ,4,2,0,1,0,0,1,0,1,0,0,0,0,1,お菓子・スナック,350
R0953,西区,男性,20代,木,2024/06/30,10:44,朝,1220,炭酸飲料,4,3,0,1,0,0,1,0,1,0,0,0,0,1,飲み物,310
R0953,西区,男性,20代,木,2024/06/30,10:44,朝,1220,肉まん,4,4,0,1,0,0,1,0,1,0,0,0,0,1,インスタント食品,190
R0954,西区,女性,10代,火,2024/05/22,22:32,夜,740,サンドイッチ,3,1,0,0,0,1,1,0,1,0,0,0,1,0,インスタント食品,450
R0954,西区,女性,10代,火,2024/05/22,22:32,夜,740,ジュース,3,2,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,170
R0954,西区,女性,10代,火,2024/05/22,22:32,夜,740,お茶,3,3,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,120
R0955,西区,女性,40代,月,2024/12/21,08:14,朝,910,サンドイッチ,4,1,0,1,0,0,1,0,0,1,0,0,0,1,インスタント食品,450
R0955,西区,女性,40代,月,2024/12/21,08:14,朝,910,コーヒー,4,2,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,170
R0955,西区,女性,40代,月,2024/12/21,08:14,朝,910,ジュース,4,3,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,170
R0955,西区,女性,40代,月,2024/12/21,08:14,朝,910,お茶,4,4,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,120
R0956,西区,女性,60代以上,火,2024/06/09,13:32,昼,540,ガム,2,1,0,0,1,0,1,0,0,0,1,1,0,0,お菓子・スナック,370
R0956,西区,女性,60代以上,火,2024/06/09,13:32,昼,540,コーヒー,2,2,0,0,1,0,1,0,0,0,1,1,0,0,飲み物,170
R0957,西区,男性,10代,月,2024/12/05,19:48,夜,290,アイス,2,1,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,150
R0957,西区,男性,10代,月,2024/12/05,19:48,夜,290,おにぎり,2,2,0,0,0,1,1,0,1,0,0,0,1,0,主食・基本食品,140
R0958,西区,男性,60代以上,日,2024/01/24,13:53,昼,120,お茶,1,1,1,0,1,0,0,1,0,0,1,1,0,0,飲み物,120
R0959,西区,女性,40代,日,2024/07/27,12:08,昼,590,お茶,3,1,0,0,1,0,0,1,0,1,0,0,0,1,飲み物,120
R0959,西区,女性,40代,日,2024/07/27,12:08,昼,590,コーヒー,3,2,0,0,1,0,0,1,0,1,0,0,0,1,飲み物,170
R0959,西区,女性,40代,日,2024/07/27,12:08,昼,590,歯ブラシ,3,3,0,0,1,0,0,1,0,1,0,0,0,1,パーソナルケア,300
R0960,西区,女性,30代,金,2024/11/30,08:42,朝,780,ポテトチップス,4,1,0,1,0,0,1,0,0,1,0,0,0,1,お菓子・スナック,110
R0960,西区,女性,30代,金,2024/11/30,08:42,朝,780,チョコレート,4,2,0,1,0,0,1,0,0,1,0,0,0,1,お菓子・スナック,210
R0960,西区,女性,30代,金,2024/11/30,08:42,朝,780,炭酸飲料,4,3,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,310
R0960,西区,女性,30代,金,2024/11/30,08:42,朝,780,アイス,4,4,0,1,0,0,1,0,0,1,0,0,0,1,お菓子・スナック,150
R0961,西区,女性,20代,金,2024/06/12,17:41,夜,150,アイス,1,1,1,0,0,1,1,0,1,0,0,1,0,0,お菓子・スナック,150
R0962,西区,女性,30代,火,2024/10/05,09:10,朝,1120,お茶,5,1,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,120
R0962,西区,女性,30代,火,2024/10/05,09:10,朝,1120,ジュース,5,2,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,170
R0962,西区,女性,30代,火,2024/10/05,09:10,朝,1120,サンドイッチ,5,3,0,1,0,0,1,0,0,1,0,0,0,1,インスタント食品,450
R0962,西区,女性,30代,火,2024/10/05,09:10,朝,1120,コーヒー,5,4,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,170
R0962,西区,女性,30代,火,2024/10/05,09:10,朝,1120,パン,5,5,0,1,0,0,1,0,0,1,0,0,0,1,主食・基本食品,210
R0963,西区,男性,40代,水,2024/08/16,08:51,朝,1140,弁当,3,1,0,1,0,0,1,0,0,1,0,0,1,0,主食・基本食品,510
R0963,西区,男性,40代,水,2024/08/16,08:51,朝,1140,冷凍食品,3,2,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,300
R0963,西区,男性,40代,水,2024/08/16,08:51,朝,1140,トイレットペーパー,3,3,0,1,0,0,1,0,0,1,0,0,1,0,掃除・衛生用品,330
R0964,西区,女性,50代,金,2024/04/03,11:57,昼,620,コーヒー,2,1,0,0,1,0,1,0,0,0,1,1,0,0,飲み物,170
R0964,西区,女性,50代,金,2024/04/03,11:57,昼,620,サンドイッチ,2,2,0,0,1,0,1,0,0,0,1,1,0,0,インスタント食品,450
R0965,西区,男性,50代,水,2024/11/18,11:29,昼,830,炭酸飲料,3,1,0,0,1,0,1,0,0,0,1,0,1,0,飲み物,310
R0965,西区,男性,50代,水,2024/11/18,11:29,昼,830,ガム,3,2,0,0,1,0,1,0,0,0,1,0,1,0,お菓子・スナック,370
R0965,西区,男性,50代,水,2024/11/18,11:29,昼,830,アイス,3,3,0,0,1,0,1,0,0,0,1,0,1,0,お菓子・スナック,150
R0966,西区,女性,60代以上,土,2024/02/01,12:06,昼,550,野菜ジュース,3,1,0,0,1,0,0,1,0,0,1,0,1,0,飲み物,180
R0966,西区,女性,60代以上,土,2024/02/01,12:06,昼,550,栄養ドリンク,3,2,0,0,1,0,0,1,0,0,1,0,1,0,飲み物,180
R0966,西区,女性,60代以上,土,2024/02/01,12:06,昼,550,ヨーグルト,3,3,0,0,1,0,0,1,0,0,1,0,1,0,健康食品,190
R0967,西区,女性,40代,日,2024/09/26,22:29,夜,820,キャンディ,4,1,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,350
R0967,西区,女性,40代,日,2024/09/26,22:29,夜,820,アイス,4,2,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,150
R0967,西区,女性,40代,日,2024/09/26,22:29,夜,820,ポテトチップス,4,3,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,110
R0967,西区,女性,40代,日,2024/09/26,22:29,夜,820,チョコレート,4,4,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,210
R0968,西区,男性,10代,水,2024/02/29,07:06,朝,780,牛乳,3,1,0,1,0,0,1,0,1,0,0,1,0,0,主食・基本食品,330
R0968,西区,男性,10代,水,2024/02/29,07:06,朝,780,卵,3,2,0,1,0,0,1,0,1,0,0,1,0,0,主食・基本食品,240
R0968,西区,男性,10代,水,2024/02/29,07:06,朝,780,パン,3,3,0,1,0,0,1,0,1,0,0,1,0,0,主食・基本食品,210
R0969,西区,男性,60代以上,土,2024/05/10,15:19,昼,110,ポテトチップス,1,1,1,0,1,0,0,1,0,0,1,1,0,0,お菓子・スナック,110
R0970,西区,男性,20代,月,2024/01/06,15:01,昼,570,ポテトチップス,3,1,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,110
R0970,西区,男性,20代,月,2024/01/06,15:01,昼,570,炭酸飲料,3,2,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,310
R0970,西区,男性,20代,月,2024/01/06,15:01,昼,570,アイス,3,3,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,150
R0971,西区,男性,50代,火,2024/05/25,17:10,夜,1040,アイス,4,1,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,150
R0971,西区,男性,50代,火,2024/05/25,17:10,夜,1040,ガム,4,2,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,370
R0971,西区,男性,50代,火,2024/05/25,17:10,夜,1040,チョコレート,4,3,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,210
R0971,西区,男性,50代,火,2024/05/25,17:10,夜,1040,炭酸飲料,4,4,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,310
R0972,西区,女性,10代,日,2024/03/17,07:04,朝,1150,アイス,5,1,0,1,0,0,0,1,1,0,0,0,0,1,お菓子・スナック,150
R0972,西区,女性,10代,日,2024/03/17,07:04,朝,1150,炭酸飲料,5,2,0,1,0,0,0,1,1,0,0,0,0,1,飲み物,310
R0972,西区,女性,10代,日,2024/03/17,07:04,朝,1150,チョコレート,5,3,0,1,0,0,0,1,1,0,0,0,0,1,お菓子・スナック,210
R0972,西区,女性,10代,日,2024/03/17,07:04,朝,1150,ガム,5,4,0,1,0,0,0,1,1,0,0,0,0,1,お菓子・スナック,370
R0972,西区,女性,10代,日,2024/03/17,07:04,朝,1150,シャンプー,5,5,0,1,0,0,0,1,1,0,0,0,0,1,パーソナルケア,110
R0973,西区,女性,30代,土,2024/03/02,12:01,昼,690,ティッシュ,2,1,0,0,1,0,0,1,0,1,0,0,1,0,掃除・衛生用品,390
R0973,西区,女性,30代,土,2024/03/02,12:01,昼,690,歯ブラシ,2,2,0,0,1,0,0,1,0,1,0,0,1,0,パーソナルケア,300
R0974,西区,女性,30代,水,2024/01/02,16:02,昼,670,アイス,3,1,0,0,1,0,1,0,0,1,0,0,1,0,お菓子・スナック,150
R0974,西区,女性,30代,水,2024/01/02,16:02,昼,670,チョコレート,3,2,0,0,1,0,1,0,0,1,0,0,1,0,お菓子・スナック,210
R0974,西区,女性,30代,水,2024/01/02,16:02,昼,670,炭酸飲料,3,3,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,310
R0975,西区,男性,30代,土,2024/04/15,10:39,朝,780,チョコレート,4,1,0,1,0,0,0,1,0,1,0,0,0,1,お菓子・スナック,210
R0975,西区,男性,30代,土,2024/04/15,10:39,朝,780,アイス,4,2,0,1,0,0,0,1,0,1,0,0,0,1,お菓子・スナック,150
R0975,西区,男性,30代,土,2024/04/15,10:39,朝,780,炭酸飲料,4,3,0,1,0,0,0,1,0,1,0,0,0,1,飲み物,310
R0975,西区,男性,30代,土,2024/04/15,10:39,朝,780,ポテトチップス,4,4,0,1,0,0,0,1,0,1,0,0,0,1,お菓子・スナック,110
R0976,西区,女性,10代,月,2024/07/03,20:31,夜,950,サンドイッチ,4,1,0,0,0,1,1,0,1,0,0,0,1,0,インスタント食品,450
R0976,西区,女性,10代,月,2024/07/03,20:31,夜,950,ジュース,4,2,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,170
R0976,西区,女性,10代,月,2024/07/03,20:31,夜,950,お茶,4,3,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,120
R0976,西区,女性,10代,月,2024/07/03,20:31,夜,950,パン,4,4,0,0,0,1,1,0,1,0,0,0,1,0,主食・基本食品,210
R0977,西区,女性,10代,水,2024/06/02,08:21,朝,740,コーヒー,3,1,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0977,西区,女性,10代,水,2024/06/02,08:21,朝,740,お茶,3,2,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,120
R0977,西区,女性,10代,水,2024/06/02,08:21,朝,740,サンドイッチ,3,3,0,1,0,0,1,0,1,0,0,0,1,0,インスタント食品,450
R0978,西区,男性,60代以上,土,2024/04/20,18:10,夜,520,アイス,2,1,0,0,0,1,0,1,0,0,1,0,1,0,お菓子・スナック,150
R0978,西区,男性,60代以上,土,2024/04/20,18:10,夜,520,ガム,2,2,0,0,0,1,0,1,0,0,1,0,1,0,お菓子・スナック,370
R0979,西区,女性,20代,金,2024/01/10,21:00,夜,110,シャンプー,1,1,1,0,0,1,1,0,1,0,0,1,0,0,パーソナルケア,110
R0980,西区,女性,20代,日,2024/04/12,10:52,朝,140,おにぎり,1,1,1,1,0,0,0,1,1,0,0,1,0,0,主食・基本食品,140
R0981,西区,女性,30代,土,2024/10/09,11:14,昼,590,おにぎり,3,1,0,0,1,0,0,1,0,1,0,0,0,1,主食・基本食品,140
R0981,西区,女性,30代,土,2024/10/09,11:14,昼,590,パン,3,2,0,0,1,0,0,1,0,1,0,0,0,1,主食・基本食品,210
R0981,西区,女性,30代,土,2024/10/09,11:14,昼,590,卵,3,3,0,0,1,0,0,1,0,1,0,0,0,1,主食・基本食品,240
R0982,西区,男性,20代,木,2024/02/06,18:53,夜,490,肉まん,2,1,0,0,0,1,1,0,1,0,0,0,1,0,インスタント食品,190
R0982,西区,男性,20代,木,2024/02/06,18:53,夜,490,冷凍食品,2,2,0,0,0,1,1,0,1,0,0,0,1,0,インスタント食品,300
R0983,西区,男性,60代以上,金,2024/04/06,13:18,昼,110,ポテトチップス,1,1,1,0,1,0,1,0,0,0,1,1,0,0,お菓子・スナック,110
R0984,西区,女性,30代,日,2024/07/27,19:58,夜,570,お茶,2,1,0,0,0,1,0,1,0,1,0,1,0,0,飲み物,120
R0984,西区,女性,30代,日,2024/07/27,19:58,夜,570,サンドイッチ,2,2,0,0,0,1,0,1,0,1,0,1,0,0,インスタント食品,450
R0985,西区,男性,10代,木,2024/06/12,14:30,昼,520,チョコレート,2,1,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,210
R0985,西区,男性,10代,木,2024/06/12,14:30,昼,520,炭酸飲料,2,2,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,310
R0986,西区,女性,40代,日,2024/05/22,15:21,昼,310,炭酸飲料,1,1,1,0,1,0,0,1,0,1,0,1,0,0,飲み物,310
R0987,西区,女性,50代,木,2024/03/17,17:45,夜,600,パン,3,1,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,210
R0987,西区,女性,50代,木,2024/03/17,17:45,夜,600,卵,3,2,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,240
R0987,西区,女性,50代,木,2024/03/17,17:45,夜,600,アイス,3,3,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,150
R0988,西区,女性,50代,火,2024/04/20,11:24,昼,540,パン,2,1,0,0,1,0,1,0,0,0,1,1,0,0,主食・基本食品,210
R0988,西区,女性,50代,火,2024/04/20,11:24,昼,540,牛乳,2,2,0,0,1,0,1,0,0,0,1,1,0,0,主食・基本食品,330
R0989,西区,男性,50代,火,2024/06/07,17:21,夜,930,チョコレート,3,1,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,210
R0989,西区,男性,50代,火,2024/06/07,17:21,夜,930,キャンディ,3,2,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,350
R0989,西区,男性,50代,火,2024/06/07,17:21,夜,930,ガム,3,3,0,0,0,1,1,0,0,0,1,0,1,0,お菓子・スナック,370
R0990,西区,男性,20代,水,2024/04/01,11:39,昼,820,アイス,4,1,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,150
R0990,西区,男性,20代,水,2024/04/01,11:39,昼,820,チョコレート,4,2,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,210
R0990,西区,男性,20代,水,2024/04/01,11:39,昼,820,キャンディ,4,3,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,350
R0990,西区,男性,20代,水,2024/04/01,11:39,昼,820,ポテトチップス,4,4,0,0,1,0,1,0,1,0,0,0,1,0,お菓子・スナック,110
R0991,西区,男性,10代,日,2024/08/20,10:46,朝,430,ヨーグルト,2,1,0,1,0,0,0,1,1,0,0,0,1,0,健康食品,190
R0991,西区,男性,10代,日,2024/08/20,10:46,朝,430,卵,2,2,0,1,0,0,0,1,1,0,0,0,1,0,主食・基本食品,240
R0992,西区,男性,20代,日,2024/05/04,17:12,夜,410,シャンプー,2,1,0,0,0,1,0,1,1,0,0,0,1,0,パーソナルケア,110
R0992,西区,男性,20代,日,2024/05/04,17:12,夜,410,歯ブラシ,2,2,0,0,0,1,0,1,1,0,0,0,1,0,パーソナルケア,300
R0993,西区,男性,20代,木,2024/02/03,13:01,昼,640,炭酸飲料,3,1,0,0,1,0,1,0,1,0,0,1,0,0,飲み物,310
